ID,pid,name_jp,name_kana,name_en,legis,year,yr,party,incumbency,elected,ken,kunr,kuname,kucode,ku_valid,ku_vote,ku_voteshare,sekihairitsu,region,prcode,result,inc,dual,pr_m,pr_rank,pr_partyseats,pr_coranked,pr_ncand,pr_rerank,background,female,byear,age,birthplace,borninku,borninken,totcruns,hc,assy,gov,mayor,sec,bcrat,locbur,news,union,agri,celeb,educ,busi,law,med,relig,police,pubcorp,mili,juku,kobo
388,,川田 永二,かわだ えいじ,Kawada Eiji,49,2021,27,IND,新,0,Kochi,1,Kochi 1,3901,162987,4036,2.48,,,,0,0,0,,,,,,,（元）警察庁職員,0,1935,86,奈半利町,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
308,,倉知 昭一,くらち しょういち,Kurachi Shouichi,49,2021,27,IND,新,0,Ishikawa,3,Ishikawa 3,1703,159027,1588,1,,,,0,0,0,,,,,,,古物商（元）津幡町議,0,1936,85,津幡町,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,10746,二階 俊博,にかい としひろ,Nikai Toshihiro,49,2021,27,LDP,現,12,Wakayama,3,Wakayama 3,3003,148305,102834,69.34,,,,1,1,0,,,,,,,（元）党幹事長、党総務会長、経済産業相,0,1939,82,和歌山県御坊市,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,20397,麻生 太郎,あそう たろう,Asou Tarou,49,2021,27,LDP,現,13,Fukuoka,8,Fukuoka 8,4008,175971,104924,59.63,,,,1,1,0,,,,,,,党副総裁（元）副総理、財務相、首相、党幹事長、外相,0,1940,80,福岡県飯塚市,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
779,,清水 三雄,しみず みつお,Shimizu Mitsuo,49,2021,27,Corona,新,0,PR,,,,,,,,Tokyo,40000,0,0,0,17,1,0,1,4,1,党代表、農業法人社長,0,1941,80,京都市,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,13144,宮岡 進一郎,みやおか しんいちろう,Miyaoka Shinichirou,49,2021,27,IND,新,0,Chiba,8,Chiba 8,1208,226526,9845,4.35,,,,0,0,0,,,,,,,（元）高校教諭,0,1941,80,愛媛県,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
965,12621,大塚 紀久雄,おおつか きくお,Ootsuka Kikuo,49,2021,27,IND,新,0,Tokyo,14,Tokyo 14,1314,251111,2772,1.1,,,,0,0,0,,,,,,,不動産賃貸業,0,1941,80,墨田区,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,19428,野田 毅,のだ たけし,Noda Takeshi,49,2021,27,LDP,現,16,Kumamoto,2,Kumamoto 2,4302,181922,60091,33.03,,,,0,1,0,,,,,,,日中協会長（元）自治相、党税制調査会長、保守党党首,0,1941,80,熊本市; 東京都杉並区,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
478,19065,谷川 弥一,たにがわ やいち,Tanigawa Yaichi,49,2021,27,LDP,現,6,Nagasaki,3,Nagasaki 3,4203,140728,57223,40.66,,,,1,1,0,,,,,,,党離島振興特別委員長（元）文部科学副大臣、農水政務官,0,1941,80,長崎県南松浦郡岐宿町（現：五島市）,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515,18852,衛藤 征士郎,えとう せいしろう,Etou Seishirou,49,2021,27,LDP,現,12,Oita,2,Oita 2,4402,158212,79433,50.21,,,,1,1,0,,,,,,,党憲法改正推進本部長（元）衆院副議長、防衛長官、参院議員,0,1941,80,大分県玖珠町,1,1,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,13556,小沢 一郎,おざわ いちろう,Ozawa Ichirou,49,2021,27,CDP,現,17,Iwate,3,Iwate 3,303,228096,109362,47.95,92.106,Tohoku,20000,2,1,1,13,1,4,17,20,3,党県代表（元）自由党共同代表、民主党代表、新進党党首,0,1942,79,奥州市; 東京府東京市下谷区; 岩手県水沢市,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,16215,横光 克彦,よこみつ かつひこ,Yokomitsu Katsuhiko,49,2021,27,CDP,現,7,Oita,3,Oita 3,4403,175966,73159,41.58,71.161,Kyushu,110000,0,2,1,20,1,4,22,25,10,党県代表（元）衆院環境委員長、環境副大臣、社民党副党首,0,1943,77,大分県宇佐市,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
480,,田中 隆治,たなか たかはる,Tanaka Takaharu,49,2021,27,IND,新,0,Nagasaki,4,Nagasaki 4,4204,133080,4675,3.51,,,,0,0,0,,,,,,,（元）宿泊業、観光協会理事、神戸大助手,0,1943,78,佐世保市,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,16508,江崎 鉄磨,えさき てつま,Esaki Tetsuma,49,2021,27,LDP,現,7,Aichi,10,Aichi 10,2310,231677,81107,35.01,,,,1,1,0,,,,,,,党総務会長代理（元）沖縄・北方相、国土交通副大臣,0,1943,77,愛知県一宮市,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
865,18312,細田 博之,ほそだ ひろゆき,Hosoda Hiroyuki,49,2021,27,LDP,現,10,Shimane,1,Shimane 1,3201,161803,90638,56.02,,Chugoku,90000,1,1,1,11,2,6,17,22,0,（元）党総務会長、党幹事長、官房長官、沖縄・北方・科技相,0,1944,77,島根県松江市,1,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
667,12948,奥野 信亮,おくの しんすけ,Okuno Shinsuke,49,2021,27,LDP,現,5,PR,,,,,,,,Kinki,80000,3,2,0,28,1,8,1,40,1,党法務部会長（元）総務副大臣、法務副大臣、自動車製造会社役員,0,1944,77,奈良県御所市,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,,土田 正光,つちだ まさみつ,Tsuchida Masamitsu,49,2021,27,IND,新,0,Gifu,1,Gifu 1,2101,165978,3698,2.23,,,,0,0,0,,,,,,,囲碁棋士、囲碁教室経営、政治団体代表（元）日本棋院理事,0,1944,77,岐阜県岐阜市,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,11853,原田 義昭,はらだ よしあき,Harada Yoshiaki,49,2021,27,LDP,現,8,Fukuoka,5,Fukuoka 5,4005,236021,110706,46.91,,,,0,1,0,,,,,,,弁護士（元）環境相、文部科学副大臣、厚生政務次官,0,1944,77,福岡県嘉麻市,0,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
283,20006,額賀 福志郎,ぬかが ふくしろう,Nukaga Fukushirou,49,2021,27,LDP,現,12,Ibaraki,2,Ibaraki 2,802,171934,110831,64.46,,,,1,1,0,,,,,,,（元）財務相、防衛長官、党政調会長、県議,0,1944,77,茨城県行方市,1,1,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
944,13516,小林 興起,こばやし こうき,Kobayashi Kouki,49,2021,27,Other,元,5,Tokyo,9,Tokyo 9,1309,267706,15091,5.64,,,,0,0,0,,,,,,,新党やまと代表（元）財務副大臣、衆院安全保障委員長,0,1944,77,東京都練馬区,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
741,,三野 ハル子,みの はるこ,Mino Haruko,49,2021,27,SDP,新,0,PR,,,,,,,,Shikoku,100000,0,0,0,6,1,0,1,11,1,党香川県代表（元）高松市議、国労地方本部書記,1,1945,76,愛媛県,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332,16038,森山 裕,もりやま ひろし,Moriyama Hiroshi,49,2021,27,LDP,現,6,Kagoshima,4,Kagoshima 4,4604,182826,127131,69.54,,,,1,1,0,,,,,,,（元）党国対委員長、農相、参院議員、鹿児島市会議長,0,1945,76,鹿児島県鹿屋市,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
983,14594,平沢 勝栄,ひらさわ かつえい,Hirasawa Katsuei,49,2021,27,LDP,現,8,Tokyo,17,Tokyo 17,1317,238056,119384,50.15,,,,1,1,0,,,,,,,（元）復興相、党広報本部長、衆院外務委員長、内閣府副大臣,0,1945,76,岐阜県白川村,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
984,18567,菅 直人,かん なおと,Kan Naoto,49,2021,27,CDP,現,13,Tokyo,18,Tokyo 18,1318,259123,122091,47.12,,Tokyo,40000,1,1,1,17,1,4,20,23,0,党最高顧問（元）首相、民主党代表、財務相、国家戦略相、厚相,0,1946,75,山口県宇部市,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,,組坂 善昭,くみさか よしあき,Kumisaka Yoshiaki,49,2021,27,IND,新,0,Fukuoka,6,Fukuoka 6,4006,185874,5612,3.02,,,,0,0,0,,,,,,,食肉卸売会社社長、九州食肉組合連合会専務理事,0,1946,74,久留米市,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,16930,清水鴻一郎,しみず こういちろう,Shimizu Kouichirou,49,2021,27,LDP,元,2,Kyoto,6,Kyoto 6,2606,256602,82004,31.96,,,,0,0,0,,,,,,,医療法人理事長（元）府議、大阪医大助教授,0,1946,75,京都市伏見区,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
979,12794,大西 英男,おおにし ひでお,Oonishi Hideo,49,2021,27,LDP,現,3,Tokyo,16,Tokyo 16,1316,229528,88758,38.67,,,,1,1,0,,,,,,,（元）国土交通副大臣、総務政務官、都議,0,1946,75,東京都江戸川区,1,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
611,,加藤 寿彦,かとう としひこ,Katou Toshihiko,49,2021,27,CDP,新,0,PR,,,,,,,,Chugoku,90000,0,0,0,11,17,2,1,18,17,党山口県顧問（元）党県代表、県議,0,1947,74,山口県,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,13894,山崎 摩耶,やまざき まや,Yamazaki Maya,49,2021,27,DPFP,現,2,PR,,,,,,,,Hokkaido,10000,0,4,0,8,1,0,1,1,1,"党道代表,（元）岩手県立大教授、日本看護協会常任理事",1,1947,74,東京都生まれ、北海道妹背牛町育ち,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
107,,野田 富久,のだ とみひさ,Noda Tomihisa,49,2021,27,CDP,新,0,Fukui,1,Fukui 1,1801,208016,71845,34.54,52.76,Hokuritsu Shinetsu,60000,0,0,1,11,1,3,14,15,8,党県代表代行、行政書士（元）県議、福井市議,0,1947,74,兵庫県,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
403,18108,穀田 恵二,こくた けいじ,Kokuta Keiji,49,2021,27,JCP,現,9,Kyoto,1,Kyoto 1,2601,213446,65201,30.55,75.605,Kinki,80000,2,2,1,28,1,2,1,6,1,党国会対策委員長（元）京都市議、大学職員,0,1947,74,岩手県水沢市（現: 奥州市）,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
533,19119,赤嶺 政賢,あかみね せいけん,Akamine Seiken,49,2021,27,JCP,現,7,Okinawa,1,Okinawa 1,4701,145878,61596,42.22,,Kyushu,110000,1,1,1,20,1,1,1,4,1,党幹部会委員、党県委員長（元）那覇市議、高校教諭,0,1947,73,沖縄県那覇市,1,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
703,10924,今村 雅弘,いまむら まさひろ,Imamura Masahiro,49,2021,27,LDP,現,8,PR,,,,,,,,Kyushu,110000,3,2,0,20,1,8,1,30,1,（元）復興相、衆院国土交通委員長、農水副大臣,0,1947,74,佐賀県鹿島市,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
744,,内海 太,うつみ ふとし,Utsumi Futoshi,49,2021,27,CDP,新,0,PR,,,,,,,,Tohoku,20000,0,0,0,13,20,4,1,20,20,（元）宮城県議、気仙沼市議,0,1947,71,宮城県,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,11492,円 より子,まどか よりこ,Madoka Yoriko,49,2021,27,DPFP,新,0,Tokyo,17,Tokyo 17,1317,238056,30103,12.65,25.215,Tokyo,40000,0,0,1,17,1,0,2,3,2,"〈元〉参院議員,（元）参院財政金融委員長、民主党副代表",1,1947,74,神奈川県,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,,浅田 晃司,あさだ こうじ,Asada Kouji,49,2021,27,IND,新,0,Miyagi,3,Miyagi 3,403,162337,5890,3.63,,,,0,0,0,,,,,,,農業（元）航空会社社員,0,1947,74,奈良県,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,17258,生方 幸夫,うぶかた ゆきお,Ubukata Yukio,49,2021,27,IND-CDP,現,6,Chiba,6,Chiba 6,1206,190120,28083,14.77,,,,0,2,0,,,,,,,（元）立憲民主党県代表、民主党幹事長代理、環境副大臣,0,1947,73,東京都,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,11427,八木 哲也,やぎ てつや,Yagi Tetsuya,49,2021,27,LDP,現,3,Aichi,11,Aichi 11,2311,228796,158018,69.07,,,,1,2,0,,,,,,,党経済産業副部会長（元）環境政務官、党副幹事長,0,1947,74,愛知県豊田市,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,15753,林 幹雄,はやし もとお,Hayashi Motoo,49,2021,27,LDP,現,9,Chiba,10,Chiba 10,1210,177238,83822,47.29,,,,1,1,0,,,,,,,（元）党幹事長代理、経済産業相、国家公安委員長,0,1947,74,千葉県香取郡東庄町,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,10052,三原 朝彦,みはら あさひこ,Mihara Asahiko,49,2021,27,LDP,現,8,Fukuoka,9,Fukuoka 9,4009,190345,76481,40.18,,,,0,1,0,,,,,,,（元）党副幹事長、党国際局長、防衛政務次官,0,1947,74,福岡県遠賀郡遠賀町,0,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,19471,金子 万寿夫,かねこ ますお,Kaneko Masuo,49,2021,27,LDP,現,3,Kagoshima,2,Kagoshima 2,4602,194167,80469,41.44,,,,0,1,0,,,,,,,党県選対副委員長（元）県会議長、全国都道府県会議長会長,0,1947,74,鹿児島県奄美大島瀬戸内町,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
482,11740,北村 誠吾,きたむら せいご,Kitamura Seigo,49,2021,27,LDP,現,7,Nagasaki,4,Nagasaki 4,4204,133080,55968,42.06,,,,1,1,0,,,,,,,（元）地方創生相、党副幹事長、党政調副会長、防衛副大臣,0,1947,74,長崎県北松浦郡小値賀町,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523,,森本 栄,もりもと さかえ,Morimoto Sakae,49,2021,27,CDP,新,0,Okayama,3,Okayama 3,3303,154637,23316,15.08,33.972,Chugoku,90000,0,0,1,11,1,2,16,18,13,党県副代表（元）連合岡山会長,0,1948,73,真庭市,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,10994,伊東 良孝,いとう よしたか,Itou Yoshitaka,49,2021,27,LDP,現,4,Hokkaido,7,Hokkaido 7,107,139273,80797,58.01,,Hokkaido,10000,1,1,1,8,3,4,11,15,0,（元）農林水産副大臣、党水産部会長、釧路市長,0,1948,72,北海道旭川市,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
458,18241,篠原 孝,しのはら たかし,Shinohara Takashi,49,2021,27,CDP,現,6,Nagano,1,Nagano 1,2001,250385,121962,48.71,94.968,Hokuritsu Shinetsu,60000,2,1,1,11,1,3,14,15,2,党選対副委員長、党県代表（元）農林水産副大臣、民主党副幹事長,0,1948,73,長野県中野市,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
644,13444,小松 実,こまつ みのる,Komatsu Minoru,49,2021,27,CGP,新,0,PR,,,,,,,,Hokuritsu Shinetsu,60000,0,0,0,11,2,1,1,2,2,党北陸信越方面事務長、党石川県事務長,0,1948,56,石川県; 千葉県船橋市,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,19183,辻 恵,つじ めぐむ,Tsuji Megumu,49,2021,27,Reiwa,元,2,Hyogo,8,Hyogo 8,2808,170596,24880,14.58,24.802,Kinki,80000,0,0,1,28,1,1,5,6,2,弁護士（元）民主党副幹事長,0,1948,73,京都府京都市,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
897,18000,福田 昭夫,ふくだ あきお,Fukuda Akio,49,2021,27,CDP,現,5,Tochigi,2,Tochigi 2,902,137846,73593,53.39,16.302,Kita Kanto,30000,1,1,1,19,1,5,22,25,19,党県代表（元）総務政務官、知事、今市市長,0,1948,73,栃木県今市市 (現・日光市),1,1,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
367,19889,阿部 知子,あべ ともこ,Abe Tomoko,49,2021,27,CDP,現,7,Kanagawa,12,Kanagawa 12,1412,223925,95013,42.43,,Minami Kanto,50000,1,1,1,22,1,5,28,30,0,党県代表、小児科医師（元）民進党副代表、社民党政策審議会長,1,1948,73,東京都目黒区,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
338,18568,菅 義偉,すが よしひで,Suga Yoshihide,49,2021,27,LDP,現,8,Kanagawa,2,Kanagawa 2,1402,239046,146166,61.15,,Minami Kanto,50000,1,1,1,22,1,9,29,35,0,（元）首相、党総裁、官房長官、総務相、横浜市議,0,1948,72,秋田県雄勝郡雄勝町（現・湯沢市）,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
771,14567,平山 良平,ひらやま りょうへい,Hirayama Ryouhei,49,2021,27,SDP,新,0,PR,,,,,,,,Tokai,70000,0,0,0,21,1,0,1,1,1,党愛知県代表（元）党愛知県副代表、中学校教諭,0,1948,73,愛知県,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
196,,大山 宏,おおやま ひろし,Ooyama Hiroshi,49,2021,27,IND,新,0,Hiroshima,3,Hiroshima 3,3403,177674,3559,2,,,,0,0,0,,,,,,,市民団体会長（元）電機会社社員,0,1948,73,東広島市,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,,佐藤 行俊,さとう ゆきとし,Satou Yukitoshi,49,2021,27,IND,新,0,Tokushima,1,Tokushima 1,3601,198745,1808,0.91,,,,0,0,0,,,,,,,無職,0,1948,73,石井町,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,15388,村井 明美,むらい あけみ,Murai Akemi,49,2021,27,JCP,新,0,Hiroshima,7,Hiroshima 7,3407,185703,11580,6.24,,,,0,0,0,,,,,,,（元）福山市議、党県委員、特別支援学校教諭,1,1948,73,東広島市,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,10733,亀田 良典,かめだ りょうすけ,Kameda Ryousuke,49,2021,27,JCP,新,0,Ishikawa,1,Ishikawa 1,1701,191405,8930,4.67,,,,0,0,0,,,,,,,党地区委員長（元）党県常任委員、県議秘書,0,1948,72,石川県珠洲市,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,17125,為 仁史,ため きみひと,Tame Kimihito,49,2021,27,JCP,新,0,Osaka,15,Osaka 15,2715,212318,29570,13.93,,,,0,0,0,,,,,,,党地区委員（元）民主商工会事務局長,0,1948,72,大阪府大阪市,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,17437,田村 勉,たむら つとむ,Tamura Tsutomu,49,2021,27,JCP,新,0,Saitama,14,Saitama 14,1114,215784,33062,15.32,,,,0,0,0,,,,,,,党県委員会勤務員（元）長瀞町議、党県委員,0,1948,73,群馬県; 埼玉県川口市,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,16117,森 英介,もり えいすけ,Mori Eisuke,49,2021,27,LDP,現,10,Chiba,11,Chiba 11,1211,171527,110538,64.44,,,,1,1,0,,,,,,,（元）法相、党総務副会長、厚生労働副大臣,0,1948,72,東京都千代田区,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,13950,山本 幸三,やまもと こうぞう,Yamamoto Kousou,49,2021,27,LDP,現,8,Fukuoka,10,Fukuoka 10,4010,191912,81882,42.67,,,,0,1,0,,,,,,,（元）地方創生相、衆院法務委員長、経済産業副大臣,0,1948,73,福岡県北九州市門司区; 福岡県京都郡行橋町（現・行橋市）,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,12132,吉野 正芳,よしの まさよし,Yoshino Masayoshi,49,2021,27,LDP,現,7,Fukushima,5,Fukushima 5,705,148944,93325,62.66,,,,1,1,0,,,,,,,（元）衆院農林水産委員長、復興相、環境副大臣,0,1948,73,福島県いわき市,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,14556,平口 洋,ひらぐち ひろし,Hiraguchi Hiroshi,49,2021,27,LDP,現,4,Hiroshima,2,Hiroshima 2,3402,204065,133126,65.24,,,,1,1,0,,,,,,,党国土交通部会長（元）法務副大臣、党副幹事長、環境副大臣,0,1948,73,広島県府中町,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
273,16959,渡海 紀三朗,とかい きさぶろう,Tokai Kisaburou,49,2021,27,LDP,現,9,Hyogo,10,Hyogo 10,2810,175721,79061,44.99,,,,1,1,0,,,,,,,党両院議員総会副会長（元）首相補佐官、文部科学相,0,1948,73,兵庫県高砂市,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
577,11846,原田 憲治,はらだ けんじ,Harada Kenji,49,2021,27,LDP,現,4,Osaka,9,Osaka 9,2709,264456,83776,31.68,,,,0,1,0,,,,,,,党府会長（元）防衛副大臣、総務副大臣、府議,0,1948,73,大阪府池田市,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
581,14627,平野 博文,ひらの ひろふみ,Hirano Hirofumi,49,2021,27,CDP,現,7,Osaka,11,Osaka 11,2711,236595,60281,25.48,57.005,Kinki,80000,0,1,1,28,1,3,29,31,9,党代表代行（元）文部科学相、官房長官,0,1949,72,和歌山県伊都郡かつらぎ町,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
656,19101,豊田 潤多郎,とよだ じゅんたろう,Toyoda Juntarou,49,2021,27,CDP,元,2,PR,,,,,,,,Kinki,80000,0,0,0,28,31,3,1,31,31,医療法人理事長（元）民主党広報委員長代理、大蔵省職員,0,1949,72,京都府京都市,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1023,,所 順子,ところ じゅんこ,Tokoro Junko,49,2021,27,Ishin,新,0,Wakayama,2,Wakayama 2,3002,137454,19735,14.36,24.866,Kinki,80000,0,0,1,28,1,10,30,30,14,（元）高野町議、宝石デザイナー,1,1949,72,高野町,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,17915,神谷 昇,かみたに のぼる,Kamitani Noboru,49,2021,27,LDP,現,2,Osaka,18,Osaka 18,2718,223583,61597,27.55,52.015,Kinki,80000,0,2,1,28,3,8,36,40,22,（元）環境政務官、泉大津市長、府港湾協会副会長、府議,0,1949,72,大阪府泉大津市,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
296,10444,中村 喜四郎,なかむら きしろう,Nakamura Kishirou,49,2021,27,CDP,現,14,Ibaraki,7,Ibaraki 7,807,159888,70843,44.31,95.267,Kita Kanto,30000,2,1,1,19,1,5,22,25,2,（元）建設相、自民党道路調査会長、科学技術庁長官,0,1949,72,茨城県猿島郡境町,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,12571,大内 久美子,おおうち くみこ,Oouchi Kumiko,49,2021,27,JCP,新,0,Ibaraki,4,Ibaraki 4,804,139434,16018,11.49,,Kita Kanto,30000,0,0,1,19,3,1,1,3,3,党県副委員長（元）県議、党中央委員、水戸市議,1,1949,72,福島県; 茨城県水戸市,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,15953,桜田 義孝,さくらだ よしたか,Sakurada Yoshitaka,49,2021,27,LDP,現,7,Chiba,8,Chiba 8,1208,226526,81556,36,60.355,Minami Kanto,50000,2,1,1,22,1,9,29,35,9,（元）五輪相、党教育再生実行本部長、文部科学副大臣,0,1949,71,千葉県柏市正連寺,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
364,17302,田中 和徳,たなか かずのり,Tanaka Kazunori,49,2021,27,LDP,現,8,Kanagawa,10,Kanagawa 10,1410,253278,104832,41.39,,Minami Kanto,50000,1,1,1,22,1,9,29,35,0,党幹事長代理（元）復興相、環境副大臣、財務副大臣、県議,0,1949,72,山口県下関市（旧豊田町）,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
371,17251,甘利 明,あまり あきら,Amari Akira,49,2021,27,LDP,現,12,Kanagawa,13,Kanagawa 13,1413,254719,124595,48.91,95.75,Minami Kanto,50000,2,1,1,22,1,9,29,35,2,党幹事長（元）党税制調査会長、経済再生相、経済産業相,0,1949,72,神奈川県厚木市,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,19512,金田 勝年,かねだ かつとし,Kaneda Katsutoshi,49,2021,27,LDP,現,4,Akita,2,Akita 2,502,155790,73945,47.46,90.347,Tohoku,20000,2,1,1,13,2,6,22,25,5,（元）衆院予算委員長、党幹事長代理、法相、外務副大臣,0,1949,72,秋田県潟上市,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
912,16848,海江田 万里,かいえだ ばんり,Kaieda Banri,49,2021,27,CDP,現,7,Tokyo,1,Tokyo 1,1301,254121,90043,35.43,90.83,Tokyo,40000,2,1,1,17,1,4,20,23,3,党常任顧問（元）民主党代表、経済産業相、経済財政相,0,1949,72,東京都杉並区,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
